EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,PrioridadTriage,CostoAtencionCLP,FechaDT,Mes,Temporada,SexoPaciente_femenino,SexoPaciente_masculino,PrioridadTriage_Encoded
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,3,6,COVID-19 sospecha/confirmada,100,7,11,26,44,12,24-02-2025,c1,125412.0,2025-02-24,2,Verano,True,False,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,1,Influenza y neumonia,154,12,23,20,62,37,16-01-2023,c3,25120.0,2023-01-16,1,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,2,Infeccion respiratoria aguda alta,149,11,17,31,69,21,16-01-2023,c4,131702.0,2023-01-16,1,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,3,Bronquitis/Bronquiolitis aguda,55,16,17,9,8,5,24-02-2025,c3,66645.0,2025-02-24,2,Verano,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,4,Crisis asmática,88,3,6,23,48,8,16-01-2023,c2,90194.0,2023-01-16,1,Verano,True,False,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,5,Insuficiencia respiratoria aguda,95,3,3,10,33,46,24-02-2025,c5,63408.0,2025-02-24,2,Verano,False,True,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,3,6,COVID-19 sospecha/confirmada,124,5,15,28,57,19,16-01-2023,c1,119056.0,2023-01-16,1,Verano,True,False,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,1,Influenza y neumonia,218,20,18,31,91,58,24-02-2025,c4,76823.0,2025-02-24,2,Verano,False,True,2.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,2,Infeccion respiratoria aguda alta,174,7,17,34,83,33,16-01-2023,c5,86004.0,2023-01-16,1,Verano,False,True,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,3,Bronquitis/Bronquiolitis aguda,204,66,52,41,38,7,24-02-2025,c2,72293.0,2025-02-24,2,Verano,True,False,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,4,Crisis asmática,151,6,14,39,75,17,24-02-2025,c3,122145.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,5,Insuficiencia respiratoria aguda,102,3,3,6,39,51,16-01-2023,c1,98144.0,2023-01-16,1,Verano,False,True,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,6,COVID-19 sospecha/confirmada,244,14,23,52,115,40,16-01-2023,c3,98100.0,2023-01-16,1,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,1,Influenza y neumonia,150,4,24,21,67,34,24-02-2025,c1,77703.0,2025-02-24,2,Verano,False,True,5.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,129,8,16,23,66,16,23-01-2023,c4,137133.0,2023-01-23,1,Verano,True,False,2.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,184,56,49,31,43,5,23-01-2023,c2,110358.0,2023-01-23,1,Verano,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,4,Crisis asmática,122,7,17,26,54,18,24-02-2025,c2,87191.0,2025-02-24,2,Verano,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,116,6,10,5,40,55,24-02-2025,c3,88855.0,2025-02-24,2,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,159,12,23,27,77,20,24-02-2025,c4,103705.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,1,Influenza y neumonia,92,5,10,18,39,20,23-01-2023,c3,116059.0,2023-01-23,1,Verano,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,99,6,15,19,46,13,23-01-2023,c2,77880.0,2023-01-23,1,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,247,83,56,53,46,9,24-02-2025,c2,66473.0,2025-02-24,2,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,4,Crisis asmática,55,5,6,17,22,5,24-02-2025,c2,116193.0,2025-02-24,2,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,97,4,2,5,41,45,23-01-2023,c4,91280.0,2023-01-23,1,Verano,True,False,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,130,12,11,25,59,23,23-01-2023,c4,92584.0,2023-01-23,1,Verano,True,False,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,1,Influenza y neumonia,26,3,0,4,12,7,24-02-2025,c3,98052.0,2025-02-24,2,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,57,3,6,9,26,13,24-02-2025,c4,122853.0,2025-02-24,2,Verano,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,83,23,22,19,17,2,23-01-2023,c2,94849.0,2023-01-23,1,Verano,False,True,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,4,Crisis asmática,133,8,17,31,60,17,23-01-2023,c2,111998.0,2023-01-23,1,Verano,False,True,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,65,2,3,4,26,30,23-01-2023,c5,91822.0,2023-01-23,1,Verano,True,False,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,93,9,15,13,45,11,24-02-2025,c5,113941.0,2025-02-24,2,Verano,False,True,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,1,Influenza y neumonia,169,12,11,23,71,52,23-01-2023,c4,44360.0,2023-01-23,1,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,73,4,9,20,31,9,24-02-2025,c2,91222.0,2025-02-24,2,Verano,False,True,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,138,34,37,26,30,11,24-02-2025,c3,147582.0,2025-02-24,2,Verano,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Servicio de Salud,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,4,Crisis asmática,61,3,8,10,32,8,24-02-2025,c5,87688.0,2025-02-24,2,Verano,False,True,1.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,109,9,4,8,33,55,23-01-2023,c1,131245.0,2023-01-23,1,Verano,True,False,5.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,187,16,20,38,84,29,24-02-2025,c3,109827.0,2025-02-24,2,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,1,Influenza y neumonia,50,4,5,6,22,13,23-01-2023,c1,76734.0,2023-01-23,1,Verano,True,False,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,133,6,15,21,66,25,24-02-2025,c1,37546.0,2025-02-24,2,Verano,True,False,5.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,73,21,12,13,21,6,24-02-2025,c5,90843.0,2025-02-24,2,Verano,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,4,Crisis asmática,139,7,18,44,65,14,23-01-2023,c3,95447.0,2023-01-23,1,Verano,True,False,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,133,2,6,7,49,69,24-02-2025,c2,90913.0,2025-02-24,2,Verano,False,True,4.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,167,12,24,32,77,22,23-01-2023,c5,103173.0,2023-01-23,1,Verano,False,False,1.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,1,Influenza y neumonia,72,8,4,14,28,18,30-01-2023,c2,125651.0,2023-01-30,1,Verano,True,False,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,151,15,21,26,70,19,30-01-2023,c3,158951.0,2023-01-30,1,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,243,82,63,37,43,18,24-02-2025,c2,42938.0,2025-02-24,2,Verano,False,True,4.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,4,Crisis asmática,202,7,24,56,95,20,24-02-2025,c3,82616.0,2025-02-24,2,Verano,False,True,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,74,0,5,3,28,38,30-01-2023,c3,91221.0,2023-01-30,1,Verano,True,False,3.0
110901,hospital regional de arica dr. juan noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-18.4783,-70.3126,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,96,7,13,22,43,11,30-01-2023,c2,93979.0,2023-01-30,1,Verano,True,False,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,1,Influenza y neumonia,207,14,24,26,90,53,24-02-2025,c4,91406.0,2025-02-24,2,Verano,False,True,2.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,95,3,9,23,50,10,24-02-2025,c1,140236.0,2025-02-24,2,Verano,False,True,5.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,103,39,24,21,16,3,24-02-2025,c3,126298.0,2025-02-24,2,Verano,True,False,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,4,Crisis asmática,138,7,14,35,64,18,30-01-2023,c3,120666.0,2023-01-30,1,Verano,False,True,3.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,164,4,8,7,55,90,24-02-2025,c2,90419.0,2025-02-24,2,Verano,False,True,4.0
130215,hospital dr. gustavo fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,hospitalaria (ueh),-33.0245,-71.5518,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,142,11,16,25,64,26,30-01-2023,c3,71103.0,2023-01-30,1,Verano,True,False,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,1,Influenza y neumonia,162,14,15,17,62,54,24-02-2025,c3,160983.0,2025-02-24,2,Verano,False,True,3.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,88,3,17,19,36,13,24-02-2025,c2,117240.0,2025-02-24,2,Verano,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,148,53,30,35,21,9,30-01-2023,c2,123453.0,2023-01-30,1,Verano,True,False,4.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,4,Crisis asmática,89,1,12,39,30,7,24-02-2025,c4,99152.0,2025-02-24,2,Verano,False,True,2.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,111,6,9,12,24,60,24-02-2025,c5,98930.0,2025-02-24,2,Verano,True,False,1.0
131450,sar la reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,ambulatoria (sar),-33.4429,-70.5477,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,173,6,22,40,85,20,24-02-2025,c2,121871.0,2025-02-24,2,Verano,False,True,4.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,1,Influenza y neumonia,65,5,7,11,26,16,24-02-2025,c4,103149.0,2025-02-24,2,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,60,4,10,11,27,8,24-02-2025,c4,134434.0,2025-02-24,2,Verano,False,True,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,87,30,31,9,13,4,30-01-2023,c3,104941.0,2023-01-30,1,Verano,True,False,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,4,Crisis asmática,96,5,12,31,33,15,24-02-2025,c3,108365.0,2025-02-24,2,Verano,False,True,3.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,42,1,2,0,16,23,24-02-2025,c4,104047.0,2025-02-24,2,Verano,True,False,2.0
131622,sapu pudahuel sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,ambulatoria (sapu),-33.4372,-70.7766,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,179,11,19,42,90,17,24-02-2025,c3,128077.0,2025-02-24,2,Verano,False,True,3.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,1,Influenza y neumonia,159,9,23,25,65,37,30-01-2023,c5,93767.0,2023-01-30,1,Verano,True,False,1.0
910333,hospital regional de temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,84,9,14,15,34,12,30-01-2023,c1,95412.0,2023-01-30,1,Verano,True,False,5.0
