EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencionTexto_year,FechaAtencionTexto_month,FechaAtencionTexto_day,FechaAtencionTexto_weekday,FechaAtencionTexto_hour
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,1,Influenza y neumonia,154.0,12,23,20,62,37,2023-01-16,F,C3,25120.0,2023,1,16,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,2,Infeccion respiratoria aguda alta,149.0,11,17,31,69,21,2023-01-16,M,C4,131702.0,2023,1,16,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,3,Bronquitis/Bronquiolitis aguda,55.0,16,17,9,8,5,2023-01-16,M,C3,66645.0,2023,1,16,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,4,Crisis asmática,88.0,3,6,23,48,8,2023-01-16,F,C2,90194.0,2023,1,16,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,5,Insuficiencia respiratoria aguda,95.0,3,3,10,33,46,2023-01-16,M,C5,63408.0,2023,1,16,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,3,6,COVID-19 sospecha/confirmada,124.0,5,15,28,57,19,2023-01-16,F,C1,119056.0,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,1,Influenza y neumonia,218.0,20,18,31,91,58,2023-01-16,M,C4,76823.0,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,2,Infeccion respiratoria aguda alta,174.0,7,17,34,83,33,2023-01-16,M,C5,86004.0,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,3,Bronquitis/Bronquiolitis aguda,204.0,66,52,41,38,7,2023-01-16,F,C2,72293.0,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,,Alta Complejidad,2023,3,4,Crisis asmática,151.0,6,14,39,75,17,2023-01-16,M,C3,122145.0,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,5,Insuficiencia respiratoria aguda,102.0,3,3,6,39,51,2023-01-16,M,C1,,2023,1,16,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,6,COVID-19 sospecha/confirmada,244.0,14,23,52,115,40,2023-01-16,F,C3,98100.0,2023,1,16,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,1,Influenza y neumonia,150.0,4,24,21,67,34,2023-01-23,M,C1,77703.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,129.0,8,16,23,66,16,2023-01-23,F,C4,137133.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,184.0,56,49,31,43,5,2023-01-23,F,C2,110358.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,4,Crisis asmática,122.0,7,17,26,54,18,2023-01-23,F,C2,87191.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,116.0,6,10,5,40,55,2023-01-23,F,C3,88855.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,159.0,12,23,27,77,20,2023-01-23,M,C4,103705.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,1,Influenza y neumonia,92.0,5,10,18,39,20,2023-01-23,M,C3,116059.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,99.0,6,15,19,46,13,2023-01-23,F,C2,77880.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,247.0,83,56,53,46,9,2023-01-23,F,C2,66473.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,4,Crisis asmática,55.0,5,6,17,22,5,2023-01-23,F,C2,116193.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,97.0,4,2,5,41,45,2023-01-23,F,C4,91280.0,2023,1,23,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,130.0,12,11,25,59,23,2023-01-23,F,C4,92584.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,1,Influenza y neumonia,26.0,3,0,4,12,7,2023-01-23,F,C3,98052.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,57.0,3,6,9,26,13,2023-01-23,M,C4,122853.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,83.0,23,22,19,17,2,2023-01-23,M,C2,94849.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,4,Crisis asmática,133.0,8,17,31,60,17,2023-01-23,M,C2,111998.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,65.0,2,3,4,26,30,2023-01-23,F,C5,91822.0,2023,1,23,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,93.0,9,15,13,45,11,2023-01-23,M,C5,113941.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,1,Influenza y neumonia,169.0,12,11,23,71,52,2023-01-23,F,C4,44360.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,73.0,4,9,20,31,9,2023-01-23,M,C2,91222.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,AMBULATORIA (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis agudaa,138.0,34,37,26,30,11,2023-01-23,M,C3,147582.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,4,Crisis asmática,61.0,3,8,10,32,8,2023-01-23,M,C5,87688.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,109.0,9,4,8,33,55,2023-01-23,F,C1,131245.0,2023,1,23,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,187.0,16,20,38,84,29,2023-01-23,F,C3,109827.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,1,Influenza y neumonia,50.0,4,5,6,22,13,2023-01-23,F,C1,76734.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,133.0,6,15,21,66,25,2023-01-23,F,C1,37546.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,73.0,21,12,13,21,6,2023-01-23,F,C5,90843.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,4,Crisis asmática,139.0,7,18,44,65,14,2023-01-23,F,C3,95447.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,133.0,2,6,7,49,69,2023-01-23,M,C2,90913.0,2023,1,23,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,167.0,12,24,32,77,22,2023-01-23,Desconocido,C5,103173.0,2023,1,23,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,1,Influenza y neumonia,72.0,8,4,14,28,18,2023-01-30,F,C2,125651.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,151.0,15,21,26,70,19,2023-01-30,F,C3,158951.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,243.0,82,63,37,43,18,2023-01-30,M,C2,42938.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,4,Crisis asmática,202.0,7,24,56,95,20,2023-01-30,M,C3,82616.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),,-70.3126,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,74.0,0,5,3,28,38,2023-01-30,F,C3,91221.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,96.0,7,13,22,43,11,2023-01-30,F,C2,93979.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,1,Influenza y neumonia,207.0,14,24,26,90,53,2023-01-30,M,C4,91406.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,95.0,3,9,23,50,10,2023-01-30,M,C1,140236.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,103.0,39,24,21,16,3,2023-01-30,F,C3,126298.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,4,Crisis asmática,138.0,7,14,35,64,18,2023-01-30,M,C3,120666.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,164.0,4,8,7,55,90,2023-01-30,M,C2,90419.0,2023,1,30,0,0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,142.0,11,16,25,64,26,2023-01-30,F,C3,71103.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,1,Influenza y neumonia,162.0,14,15,17,62,54,2023-01-30,M,C3,160983.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,88.0,3,17,19,36,13,2023-01-30,F,C2,117240.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,148.0,53,30,35,21,9,2023-01-30,F,C2,123453.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,4,Crisis asmática,89.0,1,12,39,30,7,2023-01-30,M,C4,99152.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,111.0,6,9,12,24,60,2023-01-30,F,C5,98930.0,2023,1,30,0,0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,173.0,6,22,40,85,20,2023-01-30,M,C2,121871.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,1,Influenza y neumonia,65.0,5,7,11,26,16,2023-01-30,F,C4,103149.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,60.0,4,10,11,27,8,2023-01-30,M,C4,134434.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,87.0,30,31,9,13,4,2023-01-30,F,C3,104941.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,4,Crisis asmática,96.0,5,12,31,33,15,2023-01-30,M,C3,108365.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,42.0,1,2,0,16,23,2023-01-30,F,C4,104047.0,2023,1,30,0,0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,179.0,11,19,42,90,17,2023-01-30,M,C3,128077.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,1,Influenza y neumonia,159.0,9,23,25,65,37,2023-01-30,F,C5,93767.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,84.0,9,14,15,34,12,2023-01-30,F,C1,95412.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,128.0,25,23,30,45,5,2023-01-30,M,C4,88917.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,4,Crisis asmática,41.0,3,6,12,18,2,2023-01-30,M,,68735.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,51.0,2,3,2,21,23,2023-01-30,M,C4,90916.0,2023,1,30,0,0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,61.0,3,8,13,27,10,2023-01-30,M,C3,159684.0,2023,1,30,0,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,1,Influenza y neumonia,180.0,12,18,18,75,57,2023-06-02,F,C2,74276.0,2023,6,2,4,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,2,Infeccion respiratoria aguda alta,85.0,10,11,14,40,10,2023-06-02,F,C3,144644.0,2023,6,2,4,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,3,Bronquitis/Bronquiolitis aguda,115.0,30,29,17,29,10,2023-06-02,M,C1,103768.0,2023,6,2,4,0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,4,Crisis asmática,85.0,7,10,28,32,8,2023-02-06,M,C4,106312.0,2023,2,6,0,0
